medicine_uri,medicine_uriLabel,ConditionsTreatedLabel
http://www.wikidata.org/entity/Q963093,sulindac,enthesopathy
http://www.wikidata.org/entity/Q963093,sulindac,ankylosing spondylitis
http://www.wikidata.org/entity/Q963093,sulindac,osteoarthritis
http://www.wikidata.org/entity/Q963093,sulindac,inflammation
http://www.wikidata.org/entity/Q963093,sulindac,rheumatoid arthritis
http://www.wikidata.org/entity/Q963093,sulindac,gout attack
http://www.wikidata.org/entity/Q971360,Bemiparin,
http://www.wikidata.org/entity/Q975059,ulipristal acetate,
http://www.wikidata.org/entity/Q976559,sparfloxacin,pneumonia
http://www.wikidata.org/entity/Q976559,sparfloxacin,staphylococcal infection
http://www.wikidata.org/entity/Q976559,sparfloxacin,chlamydia infection
http://www.wikidata.org/entity/Q976559,sparfloxacin,bronchitis
http://www.wikidata.org/entity/Q976559,sparfloxacin,upper respiratory tract infection
http://www.wikidata.org/entity/Q976559,sparfloxacin,Escherichia coli infectious disease
http://www.wikidata.org/entity/Q976559,sparfloxacin,gram-negative bacterial infection
http://www.wikidata.org/entity/Q979521,loracarbef,sinusitis
http://www.wikidata.org/entity/Q979521,loracarbef,otitis media
http://www.wikidata.org/entity/Q979521,loracarbef,arthropathy
http://www.wikidata.org/entity/Q979521,loracarbef,urinary retention
http://www.wikidata.org/entity/Q979521,loracarbef,skin infection
http://www.wikidata.org/entity/Q979521,loracarbef,upper respiratory tract infection
http://www.wikidata.org/entity/Q979521,loracarbef,female reproductive system disease
http://www.wikidata.org/entity/Q979521,loracarbef,infectious bone disease
http://www.wikidata.org/entity/Q999767,fendiline,
http://www.wikidata.org/entity/Q999805,phensuximide,childhood absence epilepsy
http://www.wikidata.org/entity/Q1000106,Jintan,
http://www.wikidata.org/entity/Q1002165,fluticasone,rhinitis
http://www.wikidata.org/entity/Q1002165,fluticasone,sinusitis
http://www.wikidata.org/entity/Q1002165,fluticasone,eosinophilic esophagitis
http://www.wikidata.org/entity/Q1002165,fluticasone,respiratory disease
http://www.wikidata.org/entity/Q1002165,fluticasone,seasonal allergic rhinitis
http://www.wikidata.org/entity/Q1002165,fluticasone,nasopharyngitis
http://www.wikidata.org/entity/Q1002165,fluticasone,paranasal sinus disease
http://www.wikidata.org/entity/Q1038115,homatropine,
http://www.wikidata.org/entity/Q1044248,mometasone furoate,
http://www.wikidata.org/entity/Q1046522,Abacavir/lamivudine/zidovudine,
http://www.wikidata.org/entity/Q1050019,carbenicillin,urinary tract infection
http://www.wikidata.org/entity/Q1050019,carbenicillin,prostatitis
http://www.wikidata.org/entity/Q1050019,carbenicillin,gram-negative bacterial infection
http://www.wikidata.org/entity/Q1055750,TKM-Ebola,
http://www.wikidata.org/entity/Q1057705,cethromycin,
http://www.wikidata.org/entity/Q1063862,idarubicin,breast cancer
http://www.wikidata.org/entity/Q1063862,idarubicin,acute myeloid leukemia
http://www.wikidata.org/entity/Q1063862,idarubicin,acute promyelocytic leukemia
http://www.wikidata.org/entity/Q1063862,idarubicin,chronic myeloid leukemia
http://www.wikidata.org/entity/Q1063862,idarubicin,lymphoid leukemia
http://www.wikidata.org/entity/Q1073333,dyphylline,asthma
http://www.wikidata.org/entity/Q1073333,dyphylline,bronchitis
http://www.wikidata.org/entity/Q1073333,dyphylline,pulmonary emphysema
http://www.wikidata.org/entity/Q1074056,triamcinolone,systemic lupus erythematosus
http://www.wikidata.org/entity/Q1074056,triamcinolone,enthesopathy
http://www.wikidata.org/entity/Q1074056,triamcinolone,inflammation
http://www.wikidata.org/entity/Q1074056,triamcinolone,keloid
http://www.wikidata.org/entity/Q1074056,triamcinolone,macular retinal edema
http://www.wikidata.org/entity/Q1074056,triamcinolone,hypersensitivity
http://www.wikidata.org/entity/Q1074056,triamcinolone,facial dermatosis
http://www.wikidata.org/entity/Q1074056,triamcinolone,scalp dermatosis
http://www.wikidata.org/entity/Q1074056,triamcinolone,leg dermatosis
http://www.wikidata.org/entity/Q1074056,triamcinolone,hand dermatosis
http://www.wikidata.org/entity/Q1074056,triamcinolone,cystoid macular edema
http://www.wikidata.org/entity/Q1074056,triamcinolone,osteoarthritis susceptibility 1
http://www.wikidata.org/entity/Q1075324,chlorpropamide,type-2 diabetes
http://www.wikidata.org/entity/Q1075324,chlorpropamide,maturity-onset diabetes of the young type 2
http://www.wikidata.org/entity/Q1078392,indapamide,arterial hypertension
http://www.wikidata.org/entity/Q1078392,indapamide,anasarca
http://www.wikidata.org/entity/Q1078392,indapamide,nephrotic syndrome
http://www.wikidata.org/entity/Q1078392,indapamide,congestive heart failure
http://www.wikidata.org/entity/Q1082945,ceftizoxime,staphylococcal infection
http://www.wikidata.org/entity/Q1082945,ceftizoxime,gonorrhea
http://www.wikidata.org/entity/Q1082945,ceftizoxime,sepsis
http://www.wikidata.org/entity/Q1082945,ceftizoxime,urinary tract infection
http://www.wikidata.org/entity/Q1082945,ceftizoxime,upper respiratory tract infection
http://www.wikidata.org/entity/Q1082945,ceftizoxime,bacterial pneumonia
http://www.wikidata.org/entity/Q1082945,ceftizoxime,female reproductive system disease
http://www.wikidata.org/entity/Q1082945,ceftizoxime,infectious bone disease
http://www.wikidata.org/entity/Q1082945,ceftizoxime,Serratia infection
http://www.wikidata.org/entity/Q1082945,ceftizoxime,Escherichia coli infectious disease
http://www.wikidata.org/entity/Q1082945,ceftizoxime,bacteroides infectious disease
http://www.wikidata.org/entity/Q1082945,ceftizoxime,gram-negative bacterial infection
http://www.wikidata.org/entity/Q1087499,troleandomycin,staphylococcal infection
http://www.wikidata.org/entity/Q1087499,troleandomycin,asthma
http://www.wikidata.org/entity/Q1087499,troleandomycin,gonorrhea
http://www.wikidata.org/entity/Q1087499,troleandomycin,chlamydia infection
http://www.wikidata.org/entity/Q1087499,troleandomycin,legionnaires' disease
http://www.wikidata.org/entity/Q1087499,troleandomycin,campylobacteriosis
http://www.wikidata.org/entity/Q1087888,azilsartan medoxomil,arterial hypertension
http://www.wikidata.org/entity/Q1088175,polymyxin B,Escherichia coli infectious disease
http://www.wikidata.org/entity/Q1088175,polymyxin B,bacteroides infectious disease
http://www.wikidata.org/entity/Q1098951,isometheptene,
http://www.wikidata.org/entity/Q1104521,carbazochrome,
http://www.wikidata.org/entity/Q1109018,dezocine,pain
http://www.wikidata.org/entity/Q1124727,Conestat alfa,
http://www.wikidata.org/entity/Q1135705,rifabutin,Mycobacterium avium-intracellulare infection
http://www.wikidata.org/entity/Q1135705,rifabutin,pulmonary tuberculosis
http://www.wikidata.org/entity/Q1138890,Cranium humanum,
http://www.wikidata.org/entity/Q1147309,cyclandelate,intermittent claudication
http://www.wikidata.org/entity/Q1149099,methazolamide,glaucoma
http://www.wikidata.org/entity/Q1149099,methazolamide,open-angle glaucoma
http://www.wikidata.org/entity/Q1149099,methazolamide,angle-closure glaucoma
http://www.wikidata.org/entity/Q1163827,lacidipine,
http://www.wikidata.org/entity/Q1169059,remoxipride,
http://www.wikidata.org/entity/Q1169164,bendroflumethiazide,arterial hypertension
http://www.wikidata.org/entity/Q1169164,bendroflumethiazide,anasarca
http://www.wikidata.org/entity/Q1169164,bendroflumethiazide,nephrotic syndrome
http://www.wikidata.org/entity/Q1169164,bendroflumethiazide,congestive heart failure
http://www.wikidata.org/entity/Q1169561,metolazone,arterial hypertension
http://www.wikidata.org/entity/Q1169561,metolazone,anasarca
http://www.wikidata.org/entity/Q1169561,metolazone,nephrotic syndrome
http://www.wikidata.org/entity/Q1169561,metolazone,congestive heart failure
http://www.wikidata.org/entity/Q1175385,mephenytoin,temporal lobe epilepsy
http://www.wikidata.org/entity/Q1175385,mephenytoin,tonic–clonic seizure
http://www.wikidata.org/entity/Q1176294,metharbital,
http://www.wikidata.org/entity/Q1176336,methixene,Parkinson's disease
http://www.wikidata.org/entity/Q1181878,decitabine,acute myeloid leukemia
http://www.wikidata.org/entity/Q1181878,decitabine,myelodysplastic syndrome
http://www.wikidata.org/entity/Q1182795,degarelix,
http://www.wikidata.org/entity/Q1185089,butorphanol,pain
http://www.wikidata.org/entity/Q1185089,butorphanol,migraine disorder
http://www.wikidata.org/entity/Q1187179,Denileukin diftitox,
http://www.wikidata.org/entity/Q1188290,nizatidine,urticaria
http://www.wikidata.org/entity/Q1188290,nizatidine,Zollinger-Ellison syndrome
http://www.wikidata.org/entity/Q1188290,nizatidine,gastroesophageal reflux disease
http://www.wikidata.org/entity/Q1188290,nizatidine,heartburn
http://www.wikidata.org/entity/Q1188290,nizatidine,indigestion
http://www.wikidata.org/entity/Q1188290,nizatidine,peptic esophagitis
http://www.wikidata.org/entity/Q1188290,nizatidine,gastric ulcer
http://www.wikidata.org/entity/Q1188290,nizatidine,duodenal ulcer
http://www.wikidata.org/entity/Q1188290,nizatidine,arterial occlusive disease
http://www.wikidata.org/entity/Q1207210,dexmethylphenidate,attention deficit hyperactivity disorder
http://www.wikidata.org/entity/Q1215575,naproxen,enthesopathy
http://www.wikidata.org/entity/Q1215575,naproxen,ankylosing spondylitis
http://www.wikidata.org/entity/Q1215575,naproxen,osteoarthritis
http://www.wikidata.org/entity/Q1215575,naproxen,pain
http://www.wikidata.org/entity/Q1215575,naproxen,inflammation
http://www.wikidata.org/entity/Q1215575,naproxen,gout
http://www.wikidata.org/entity/Q1215575,naproxen,migraine disorder
http://www.wikidata.org/entity/Q1215575,naproxen,rheumatoid arthritis
http://www.wikidata.org/entity/Q1215575,naproxen,hyperthermia
http://www.wikidata.org/entity/Q1215575,naproxen,fibromyalgia
http://www.wikidata.org/entity/Q1215575,naproxen,bursitis
http://www.wikidata.org/entity/Q1215575,naproxen,juvenile rheumatoid arthritis
http://www.wikidata.org/entity/Q1215575,naproxen,medial epicondylitis
http://www.wikidata.org/entity/Q1215575,naproxen,gout attack
http://www.wikidata.org/entity/Q1215575,naproxen,osteoarthritis susceptibility 1
http://www.wikidata.org/entity/Q1216264,nelarabine,precursor T-lymphoblastic lymphoma/leukemia
http://www.wikidata.org/entity/Q1216264,nelarabine,precursor T-cell acute lymphoblastic leukemia
http://www.wikidata.org/entity/Q1218578,normethadone,
http://www.wikidata.org/entity/Q1227228,oxyphencyclimine,
http://www.wikidata.org/entity/Q1230937,semustine,
http://www.wikidata.org/entity/Q1232737,perhexiline,
http://www.wikidata.org/entity/Q1235195,Romiplostim,thrombocytopenia
http://www.wikidata.org/entity/Q1235195,Romiplostim,myelodysplastic syndrome
http://www.wikidata.org/entity/Q1236146,pinaverium,
http://www.wikidata.org/entity/Q1236526,pirbuterol,asthma
http://www.wikidata.org/entity/Q1240093,pravastatin,arteriosclerosis
http://www.wikidata.org/entity/Q1240093,pravastatin,acute myeloid leukemia
http://www.wikidata.org/entity/Q21080030,gadobenate dimeglumine,
http://www.wikidata.org/entity/Q21082421,tafoxiparin sodium,
http://www.wikidata.org/entity/Q21083261,Avelumab,ovarian cancer
http://www.wikidata.org/entity/Q21083261,Avelumab,stomach cancer
http://www.wikidata.org/entity/Q21083261,Avelumab,bladder cancer
http://www.wikidata.org/entity/Q21083261,Avelumab,mesothelioma
http://www.wikidata.org/entity/Q21083261,Avelumab,Merkel cell carcinoma
http://www.wikidata.org/entity/Q21083261,Avelumab,head and neck cancer
http://www.wikidata.org/entity/Q21083261,Avelumab,kidney cancer
http://www.wikidata.org/entity/Q21083261,Avelumab,non-small-cell lung carcinoma
http://www.wikidata.org/entity/Q21083321,efatutazone,
http://www.wikidata.org/entity/Q21087541,Q21087541,
http://www.wikidata.org/entity/Q21097956,(-)-thioctic acid,
http://www.wikidata.org/entity/Q21098889,tipiracil,
http://www.wikidata.org/entity/Q21098894,crisaborole,dermatitis
http://www.wikidata.org/entity/Q21098957,saracatinib,
http://www.wikidata.org/entity/Q21098975,apalutamide,
http://www.wikidata.org/entity/Q21098976,Vosoritide,
http://www.wikidata.org/entity/Q21098986,ozanimod,
http://www.wikidata.org/entity/Q21098999,elagolix,
http://www.wikidata.org/entity/Q21099132,alectinib,non-small-cell lung carcinoma
http://www.wikidata.org/entity/Q21099574,testosterone isocaproate,
http://www.wikidata.org/entity/Q21284261,Patiromer,hyperkalemia
http://www.wikidata.org/entity/Q21396373,afegostat,
http://www.wikidata.org/entity/Q21402338,topical ophthalmic corticosteroid,Phenacyl chloride exposure
http://www.wikidata.org/entity/Q21506464,osimertinib,non-small-cell lung carcinoma
http://www.wikidata.org/entity/Q21506464,osimertinib,lung carcinoma in situ
http://www.wikidata.org/entity/Q21789862,sebelipase alfa,
http://www.wikidata.org/entity/Q21820633,Lesinurad,
http://www.wikidata.org/entity/Q22043163,Q22043163,
http://www.wikidata.org/entity/Q22075725,oteracil,
http://www.wikidata.org/entity/Q22075740,Hyaluronidase (Human Recombinant),
http://www.wikidata.org/entity/Q22075742,C1 Esterase Inhibitor (Human),
http://www.wikidata.org/entity/Q22075801,isoxicam,
http://www.wikidata.org/entity/Q22075831,Podophyllin,anogenital venereal wart
http://www.wikidata.org/entity/Q22075831,Podophyllin,female reproductive system disease
http://www.wikidata.org/entity/Q22075831,Podophyllin,male reproductive system disease
http://www.wikidata.org/entity/Q22075831,Podophyllin,squamous cell papilloma
http://www.wikidata.org/entity/Q22075831,Podophyllin,common wart
http://www.wikidata.org/entity/Q22075835,somatostatin,
http://www.wikidata.org/entity/Q22075839,Asfotase Alfa,
http://www.wikidata.org/entity/Q22075840,Methoxy polyethylene glycol-epoetin beta,anemia
http://www.wikidata.org/entity/Q22075840,Methoxy polyethylene glycol-epoetin beta,chronic kidney disease
http://www.wikidata.org/entity/Q22075841,Simoctocog Alfa,
http://www.wikidata.org/entity/Q22075842,Turoctocog alfa,
http://www.wikidata.org/entity/Q22075846,Peginterferon beta-1a,
http://www.wikidata.org/entity/Q22075850,Isosulfan blue,
http://www.wikidata.org/entity/Q22075852,Technetium Tc 99m Mebrofenin,
http://www.wikidata.org/entity/Q22075854,technetium tc-99m oxidronate,
http://www.wikidata.org/entity/Q22075855,Protamine sulfate,bleeding
http://www.wikidata.org/entity/Q22075855,Protamine sulfate,postoperative complications
http://www.wikidata.org/entity/Q22075856,sonidegib,basal-cell carcinoma
http://www.wikidata.org/entity/Q22075857,uridine triacetate,
http://www.wikidata.org/entity/Q22075862,trisodium citrate dihydrate,
http://www.wikidata.org/entity/Q22075864,tetraferric tricitrate decahydrate,
http://www.wikidata.org/entity/Q22075865,Technetium Tc-99m exametazime,
http://www.wikidata.org/entity/Q22075866,Technetium Tc-99m disofenin,
http://www.wikidata.org/entity/Q22075867,Technetium Tc-99m pyrophosphate,
http://www.wikidata.org/entity/Q22075873,limaprost,
http://www.wikidata.org/entity/Q22075875,Polaprezinc,
http://www.wikidata.org/entity/Q22075876,Fibrinogen Concentrate (Human),
http://www.wikidata.org/entity/Q22075887,gimeracil,
http://www.wikidata.org/entity/Q22075900,choline chloride c-11,
http://www.wikidata.org/entity/Q22075909,sodium iodide i-131,
http://www.wikidata.org/entity/Q22075910,talniflumate,
http://www.wikidata.org/entity/Q22075912,tenofovir alafenamide,hepatitis B
http://www.wikidata.org/entity/Q22075912,tenofovir alafenamide,chronic hepatitis B
http://www.wikidata.org/entity/Q22075916,Coagulation Factor XIII A-Subunit (Recombinant),
http://www.wikidata.org/entity/Q22075917,Anti-thymocyte Globulin (Equine),
http://www.wikidata.org/entity/Q22075920,Technetium Tc-99m sodium pertechnetate,
http://www.wikidata.org/entity/Q22124685,L-methionine,
http://www.wikidata.org/entity/Q22668726,lipegfilgrastim,
http://www.wikidata.org/entity/Q23044263,lifitegrast,
http://www.wikidata.org/entity/Q23050139,ipratropium,
http://www.wikidata.org/entity/Q23661325,Lumacaftor/ivacaftor,
http://www.wikidata.org/entity/Q23668732,acalabrutinib,
http://www.wikidata.org/entity/Q23671272,venetoclax,acute myeloid leukemia
http://www.wikidata.org/entity/Q23671272,venetoclax,mantle cell lymphoma
http://www.wikidata.org/entity/Q23671272,venetoclax,myelodysplastic syndrome
http://www.wikidata.org/entity/Q23671272,venetoclax,chronic lymphocytic leukemia
http://www.wikidata.org/entity/Q23671272,venetoclax,non-Hodgkin lymphoma
http://www.wikidata.org/entity/Q23671272,venetoclax,diffuse large B-cell lymphoma
http://www.wikidata.org/entity/Q23671272,venetoclax,B-cell lymphoma
http://www.wikidata.org/entity/Q23841663,Q23841663,
http://www.wikidata.org/entity/Q23901483,abemaciclib,
http://www.wikidata.org/entity/Q24255323,esatenolol,myocardial infarction
http://www.wikidata.org/entity/Q24255323,esatenolol,arterial hypertension
http://www.wikidata.org/entity/Q24726011,thyrotropin-releasing hormone,
http://www.wikidata.org/entity/Q24894808,Liraglutide/insulin degludek,
http://www.wikidata.org/entity/Q25018296,Velpatasvir,
http://www.wikidata.org/entity/Q25048068,Buprenorphine/naloxone,non-controlled substance abuse
http://www.wikidata.org/entity/Q25048068,Buprenorphine/naloxone,substance abuse
http://www.wikidata.org/entity/Q25048068,Buprenorphine/naloxone,withdrawal symptom
http://www.wikidata.org/entity/Q25091273,esterified estrogens,
http://www.wikidata.org/entity/Q25098930,Aclidinium/formoterol,
http://www.wikidata.org/entity/Q25099532,formocresol,
http://www.wikidata.org/entity/Q25099649,Myristyl-benzalkonium,
http://www.wikidata.org/entity/Q25100065,MK-2206,
http://www.wikidata.org/entity/Q25100534,buparlisib,
http://www.wikidata.org/entity/Q25100640,Pexidartinib,
http://www.wikidata.org/entity/Q1240093,pravastatin,coronary artery disease
http://www.wikidata.org/entity/Q1240093,pravastatin,hypertriglyceridemia
http://www.wikidata.org/entity/Q1240093,pravastatin,lipedema
http://www.wikidata.org/entity/Q1240093,pravastatin,familial hyperlipidemia
http://www.wikidata.org/entity/Q1240093,pravastatin,rare dyslipidemia
http://www.wikidata.org/entity/Q1243800,isosorbide,angina pectoris
http://www.wikidata.org/entity/Q1243800,isosorbide,cyanosis
http://www.wikidata.org/entity/Q1243800,isosorbide,gastroesophageal reflux disease
http://www.wikidata.org/entity/Q1243800,isosorbide,coronary artery disease
http://www.wikidata.org/entity/Q1243800,isosorbide,congestive heart failure
http://www.wikidata.org/entity/Q1253473,doxifluridine,
http://www.wikidata.org/entity/Q1257318,bedaquiline,multidrug-resistant tuberculosis
http://www.wikidata.org/entity/Q1257318,bedaquiline,pulmonary tuberculosis
http://www.wikidata.org/entity/Q1268941,lomitapide,lipedema
http://www.wikidata.org/entity/Q1280166,Ecallantide,
http://www.wikidata.org/entity/Q1281020,entinostat,
http://www.wikidata.org/entity/Q1293337,miotic drugs,
http://www.wikidata.org/entity/Q1317131,tasosartan,
http://www.wikidata.org/entity/Q1318776,testosterone,Klinefelter's syndrome
http://www.wikidata.org/entity/Q1318776,testosterone,hypogonadism
http://www.wikidata.org/entity/Q1318776,testosterone,testicular disease
http://www.wikidata.org/entity/Q1318776,testosterone,hypogonadotropic hypogonadism 7 with or without anosmia
http://www.wikidata.org/entity/Q1318776,testosterone,"hypogonadism, male"
http://www.wikidata.org/entity/Q1320691,salsalate,pain
http://www.wikidata.org/entity/Q1320691,salsalate,arthritis
http://www.wikidata.org/entity/Q1320691,salsalate,hyperthermia
http://www.wikidata.org/entity/Q1321320,tinidazole,giardiasis
http://www.wikidata.org/entity/Q1321320,tinidazole,amebiasis
http://www.wikidata.org/entity/Q1323947,triaziquone,
http://www.wikidata.org/entity/Q1329754,Human fat,
http://www.wikidata.org/entity/Q1334517,Q1334517,
http://www.wikidata.org/entity/Q1385311,fosamprenavir,
http://www.wikidata.org/entity/Q1429522,Prokinetic agent,
http://www.wikidata.org/entity/Q1431381,Ganglionic blocker,
http://www.wikidata.org/entity/Q1439555,fotemustine,
http://www.wikidata.org/entity/Q1452256,levosulpiride,schizophrenia
http://www.wikidata.org/entity/Q1452256,levosulpiride,major depressive disorders
http://www.wikidata.org/entity/Q1452256,levosulpiride,indigestion
http://www.wikidata.org/entity/Q1453445,cefdinir,staphylococcal infection
http://www.wikidata.org/entity/Q1453445,cefdinir,bronchitis
http://www.wikidata.org/entity/Q1453445,cefdinir,sinusitis
http://www.wikidata.org/entity/Q1453445,cefdinir,tonsillitis
http://www.wikidata.org/entity/Q1453445,cefdinir,otitis media
http://www.wikidata.org/entity/Q1453445,cefdinir,otitis
http://www.wikidata.org/entity/Q1453445,cefdinir,acute bronchitis
http://www.wikidata.org/entity/Q1453445,cefdinir,pharyngitis
http://www.wikidata.org/entity/Q1453445,cefdinir,upper respiratory tract infection
http://www.wikidata.org/entity/Q1453445,cefdinir,bacterial pneumonia
http://www.wikidata.org/entity/Q1453445,cefdinir,acute maxillary sinusitis
http://www.wikidata.org/entity/Q1453445,cefdinir,Escherichia coli infectious disease
http://www.wikidata.org/entity/Q1453445,cefdinir,gram-negative bacterial infection
http://www.wikidata.org/entity/Q1474269,Fungistatic,
http://www.wikidata.org/entity/Q1490905,gadoteric acid,
http://www.wikidata.org/entity/Q1492328,Bile acid sequestrant,
http://www.wikidata.org/entity/Q1530958,benoxinate,
http://www.wikidata.org/entity/Q1549829,Q1549829,
http://www.wikidata.org/entity/Q1592932,Pegfilgrastim,lymphoma
http://www.wikidata.org/entity/Q1592932,Pegfilgrastim,agranulocytosis
http://www.wikidata.org/entity/Q1592932,Pegfilgrastim,chronic lymphocytic leukemia
http://www.wikidata.org/entity/Q1592932,Pegfilgrastim,non-Hodgkin lymphoma
http://www.wikidata.org/entity/Q1592932,Pegfilgrastim,neutropenia
http://www.wikidata.org/entity/Q1592932,Pegfilgrastim,diffuse large B-cell lymphoma
http://www.wikidata.org/entity/Q1592932,Pegfilgrastim,B-cell lymphoma
http://www.wikidata.org/entity/Q1592932,Pegfilgrastim,colon cancer
http://www.wikidata.org/entity/Q1592932,Pegfilgrastim,lung carcinoma in situ
http://www.wikidata.org/entity/Q1606543,butalbital,headache
http://www.wikidata.org/entity/Q1615256,Haemaccel,
http://www.wikidata.org/entity/Q1638852,nafcillin,sepsis
http://www.wikidata.org/entity/Q1638852,nafcillin,urinary tract infection
http://www.wikidata.org/entity/Q1638852,nafcillin,cellulitis
http://www.wikidata.org/entity/Q1638852,nafcillin,osteomyelitis
http://www.wikidata.org/entity/Q1638852,nafcillin,infective endocarditis
http://www.wikidata.org/entity/Q1638852,nafcillin,upper respiratory tract infection
http://www.wikidata.org/entity/Q1638852,nafcillin,bacterial meningitis
http://www.wikidata.org/entity/Q1638852,nafcillin,postoperative complications
http://www.wikidata.org/entity/Q1639291,novobiocin,
http://www.wikidata.org/entity/Q1639588,cinoxacin,urinary tract infection
http://www.wikidata.org/entity/Q1639595,gemifloxacin,urinary tract infection
http://www.wikidata.org/entity/Q1639595,gemifloxacin,acute bronchitis
http://www.wikidata.org/entity/Q1639595,gemifloxacin,gram-negative bacterial infection
http://www.wikidata.org/entity/Q1639616,enoxacin,staphylococcal infection
http://www.wikidata.org/entity/Q1639616,enoxacin,gonorrhea
http://www.wikidata.org/entity/Q1639616,enoxacin,urinary tract infection
http://www.wikidata.org/entity/Q1639616,enoxacin,cystitis
http://www.wikidata.org/entity/Q1639616,enoxacin,Pseudomonas infection
http://www.wikidata.org/entity/Q1639616,enoxacin,urinary system disease
http://www.wikidata.org/entity/Q1639616,enoxacin,Escherichia coli infectious disease
http://www.wikidata.org/entity/Q1639616,enoxacin,gram-negative bacterial infection
http://www.wikidata.org/entity/Q1640947,phenindione,
http://www.wikidata.org/entity/Q1641923,amylocaine,
http://www.wikidata.org/entity/Q1644947,Tenecteplase,myocardial infarction
http://www.wikidata.org/entity/Q1644947,Tenecteplase,coronary thrombosis
http://www.wikidata.org/entity/Q1644947,Tenecteplase,acute myocardial infarction
http://www.wikidata.org/entity/Q1649219,Phendimetrazine,obesity
http://www.wikidata.org/entity/Q1672108,iopanoic acid,hyperthyroidism
http://www.wikidata.org/entity/Q1689157,Oxilofrine,
http://www.wikidata.org/entity/Q1706418,dextroamphetamine,attention deficit hyperactivity disorder
http://www.wikidata.org/entity/Q1706418,dextroamphetamine,narcolepsy
http://www.wikidata.org/entity/Q1707877,lanreotide,
http://www.wikidata.org/entity/Q1722024,nomegestrol,
http://www.wikidata.org/entity/Q25100876,siponimod,
http://www.wikidata.org/entity/Q25100990,Talazoparib,
http://www.wikidata.org/entity/Q25104592,sarecycline,
http://www.wikidata.org/entity/Q25104603,Rindopepimut,
http://www.wikidata.org/entity/Q25105466,nusinersen,spinal muscular atrophy
http://www.wikidata.org/entity/Q25105861,RGC100,
http://www.wikidata.org/entity/Q25110523,velpatasvir/sofosbuvir,hepatitis C
http://www.wikidata.org/entity/Q25111469,ieramilimab,
http://www.wikidata.org/entity/Q25313613,fluciclovine-F18,
http://www.wikidata.org/entity/Q25323757,Aripiprazole lauroxil,
http://www.wikidata.org/entity/Q25323953,Entrectinib,
http://www.wikidata.org/entity/Q25326660,Niraparib,ovarian cancer
http://www.wikidata.org/entity/Q25326660,Niraparib,peritoneum cancer
http://www.wikidata.org/entity/Q25326660,Niraparib,fallopian tube carcinoma
http://www.wikidata.org/entity/Q25326707,Galcanezumab,
http://www.wikidata.org/entity/Q25326708,Lanadelumab,
http://www.wikidata.org/entity/Q25413366,Q25413366,
http://www.wikidata.org/entity/Q26207737,Q26207737,
http://www.wikidata.org/entity/Q26271187,Q26271187,
http://www.wikidata.org/entity/Q27032359,doxorubicin hydrochloride,leukemia
http://www.wikidata.org/entity/Q27032359,doxorubicin hydrochloride,prostate cancer
http://www.wikidata.org/entity/Q27032359,doxorubicin hydrochloride,lymphoma
http://www.wikidata.org/entity/Q27032359,doxorubicin hydrochloride,pancreatic cancer
http://www.wikidata.org/entity/Q27032359,doxorubicin hydrochloride,testicular cancer
http://www.wikidata.org/entity/Q27032359,doxorubicin hydrochloride,multiple myeloma
http://www.wikidata.org/entity/Q27032359,doxorubicin hydrochloride,neuroblastoma
http://www.wikidata.org/entity/Q27032359,doxorubicin hydrochloride,uterine cancer
http://www.wikidata.org/entity/Q27032359,doxorubicin hydrochloride,libreria tumor
http://www.wikidata.org/entity/Q27032359,doxorubicin hydrochloride,head and neck cancer
http://www.wikidata.org/entity/Q27032359,doxorubicin hydrochloride,gastrointestinal system cancer
http://www.wikidata.org/entity/Q27032359,doxorubicin hydrochloride,benign mesothelioma
http://www.wikidata.org/entity/Q27032359,doxorubicin hydrochloride,lung benign neoplasm
http://www.wikidata.org/entity/Q27032359,doxorubicin hydrochloride,thyroid carcinoma
http://www.wikidata.org/entity/Q27032359,doxorubicin hydrochloride,embryonal cancer
http://www.wikidata.org/entity/Q27032359,doxorubicin hydrochloride,spindle cell sarcoma
http://www.wikidata.org/entity/Q27074391,alpelisib,
http://www.wikidata.org/entity/Q27074479,N-[4-(1-cyanocyclopentyl)phenyl]-2-[(4-methylpyridin-3-yl)amino]pyridine-3-carboxamide,
http://www.wikidata.org/entity/Q27074501,argatroban,
http://www.wikidata.org/entity/Q27074535,asciminib,
http://www.wikidata.org/entity/Q27074746,azd-4547,
http://www.wikidata.org/entity/Q27074756,azd-5363,
http://www.wikidata.org/entity/Q27074798,azd-8186,
http://www.wikidata.org/entity/Q27075017,benazeprilat,
http://www.wikidata.org/entity/Q27075200,infigratinib,
http://www.wikidata.org/entity/Q27075685,Capmatinib,non-small-cell lung carcinoma
http://www.wikidata.org/entity/Q27075960,chidamide,
http://www.wikidata.org/entity/Q27076049,cilazaprilat,
http://www.wikidata.org/entity/Q27076148,colfosceril palmitate,
http://www.wikidata.org/entity/Q27077026,deutetrabenazine,
http://www.wikidata.org/entity/Q27077103,(E)-doxepin,
http://www.wikidata.org/entity/Q27077129,duvelisib,follicular lymphoma
http://www.wikidata.org/entity/Q27077129,duvelisib,chronic lymphocytic leukemia
http://www.wikidata.org/entity/Q27077150,echothiophate,
http://www.wikidata.org/entity/Q27077182,enasidenib,acute myeloid leukemia
http://www.wikidata.org/entity/Q27077199,epacadostat,
http://www.wikidata.org/entity/Q27077213,erdafitinib,
