subject,predicate,object
" ""von Willebrand's disease"" ",Symptom," ""gastrointestinal bleeding"" "
" ""typhoid fever"" ",Symptom," ""gastrointestinal bleeding"" "
" ""vitamin B12 deficiency"" ",Symptom," ""memory loss"" "
" ""punctate epithelial keratoconjunctivitis"" ",Symptom," ""Punctate epithelial erosions"" "
" ""croup"" ",Symptom," ""hoarseness"" "
" ""Marburg virus disease"" ",Symptom," ""hyperaemia"" "
" ""plague"" ",Symptom," ""hyperaemia"" "
" ""yellow fever"" ",Symptom," ""hyperaemia"" "
" ""Lassa fever"" ",Symptom," ""hyperaemia"" "
" ""Marfan syndrome"" ",Symptom," ""pectus carinatum"" "
" ""African trypanosomiasis"" ",Symptom," ""sleep disorder"" "
" ""jet lag"" ",Symptom," ""sleep disorder"" "
" ""giardiasis"" ",Symptom," ""sleep disorder"" "
" ""fibromyalgia"" ",Symptom," ""sleep disorder"" "
" ""leprosy"" ",Symptom," ""contracture"" "
" ""urinary tract infection"" ",Symptom," ""dysuria"" "
" ""diphtheria"" ",Symptom," ""swelling"" "
" ""mumps"" ",Symptom," ""swelling"" "
" ""May–Thurner syndrome"" ",Symptom," ""swelling"" "
" ""African trypanosomiasis"" ",Symptom," ""swelling"" "
" ""lupus erythematosus"" ",Symptom," ""swelling"" "
" ""yellow fever"" ",Symptom," ""swelling"" "
" ""gout"" ",Symptom," ""swelling"" "
" ""Nevus comedonicus syndrome"" ",Symptom," ""Nevus comedonicus"" "
" ""Marburg virus disease"" ",Symptom," ""nosebleed"" "
" ""von Willebrand's disease"" ",Symptom," ""nosebleed"" "
" ""leprosy"" ",Symptom," ""nosebleed"" "
" ""Evans' syndrome"" ",Symptom," ""nosebleed"" "
" ""Alzheimer's disease"" ",Symptom," ""problems with words in speaking or writing"" "
" ""NGLY1-deficiency"" ",Symptom," ""Decreased reflexes"" "
" ""NGLY1-deficiency"" ",Symptom," ""corneal neovascularization"" "
" ""Peters plus syndrome"" ",Symptom," ""anterior segment mesenchymal dysgenesis"" "
" ""catatonic schizophrenia"" ",Symptom," ""catatonic excitement"" "
" ""Hajdu-Cheney syndrome"" ",Symptom," ""acroosteolysis"" "
" ""botulism"" ",Symptom," ""tympanites"" "
" ""frontotemporal dementia"" ",Symptom," ""behavioral disorder"" "
" ""botulism"" ",Symptom," ""urinary retention"" "
" ""onchocerciasis"" ",Symptom," ""nodule"" "
" ""Behçet's disease"" ",Symptom," ""pericarditis"" "
" ""primary amebic meningoencephalitis"" ",Symptom," ""meningism signs"" "
" ""granulomatous amebic encephalitis"" ",Symptom," ""meningism signs"" "
" ""ornithosis"" ",Symptom," ""meningism signs"" "
" ""tick-borne encephalitis"" ",Symptom," ""meningism signs"" "
" ""poliomyelitis"" ",Symptom," ""meningism signs"" "
" ""West Nile fever"" ",Symptom," ""meningism signs"" "
" ""NGLY1-deficiency"" ",Symptom," ""Abnormality of retinal pigmentation"" "
" ""GRACILE syndrome"" ",Symptom," ""increased serum ferritin"" "
" ""croup"" ",Symptom," ""stridor"" "
" ""NGLY1-deficiency"" ",Symptom," ""involuntary movements"" "
" ""cholera"" ",Symptom," ""discomfort"" "
" ""Evans' syndrome"" ",Symptom," ""bruise"" "
" ""mallet finger"" ",Symptom," ""bruise"" "
" ""major depressive disorders"" ",Symptom," ""executive dysfunction"" "
" ""attention deficit hyperactivity disorder"" ",Symptom," ""executive dysfunction"" "
" ""mental depression"" ",Symptom," ""executive dysfunction"" "
" ""X-linked cleft palate with or without ankyloglossia"" ",Symptom," ""ankyloglossia"" "
" ""cluster headache"" ",Symptom," ""tear secretion"" "
" ""Toluene toxicity"" ",Symptom," ""tear secretion"" "
" ""short QT syndrome"" ",Symptom," ""palpitation"" "
" ""mercury poisoning"" ",Symptom," ""indecision"" "
" ""Cannabinoid hyperemesis syndrome"" ",Symptom," ""Hyperemesis"" "
" ""Alagille syndrome"" ",Symptom," ""cholestasis facies"" "
" ""trichostrongyloidosis"" ",Symptom," ""constipation"" "
" ""enterobiasis"" ",Symptom," ""constipation"" "
" ""ornithosis"" ",Symptom," ""constipation"" "
" ""Crohn's disease"" ",Symptom," ""constipation"" "
" ""NGLY1-deficiency"" ",Symptom," ""constipation"" "
" ""diverticulitis"" ",Symptom," ""constipation"" "
" ""Clostridium difficile colitis"" ",Symptom," ""constipation"" "
" ""typhoid fever"" ",Symptom," ""constipation"" "
" ""paratyphoid fever"" ",Symptom," ""constipation"" "
" ""Taeniasis saginata"" ",Symptom," ""constipation"" "
" ""botulism"" ",Symptom," ""constipation"" "
" ""Postural orthostatic tachycardia syndrome"" ",Symptom," ""Brain fog"" "
" ""GRACILE syndrome"" ",Symptom," ""lactic acidosis"" "
" ""trichostrongyloidosis"" ",Symptom," ""asthenia"" "
" ""hymenolepiasis"" ",Symptom," ""asthenia"" "
" ""enterobiasis"" ",Symptom," ""asthenia"" "
" ""Postural orthostatic tachycardia syndrome"" ",Symptom," ""asthenia"" "
" ""acute lymphocytic leukemia"" ",Symptom," ""asthenia"" "
" ""mercury poisoning"" ",Symptom," ""asthenia"" "
" ""giardiasis"" ",Symptom," ""asthenia"" "
" ""Cerebral venous sinus thrombosis"" ",Symptom," ""asthenia"" "
" ""Postural orthostatic tachycardia syndrome"" ",Symptom," ""blurred vision"" "
" ""botulism"" ",Symptom," ""blurred vision"" "
" ""anticholinergic toxidrome"" ",Symptom," ""blurred vision"" "
" ""Chagas disease"" ",Symptom," ""megacolon"" "
" ""mercury poisoning"" ",Symptom," ""eye irritation"" "
" ""Toluene toxicity"" ",Symptom," ""eye irritation"" "
" ""mumps"" ",Symptom," ""epididymitis"" "
" ""obsessive-compulsive disorder"" ",Symptom," ""obsession"" "
" ""Excessive daytime sleepiness"" ",Symptom," ""somnolence"" "
" ""tick-borne encephalitis"" ",Symptom," ""somnolence"" "
" ""Nipah Virus Infection"" ",Symptom," ""somnolence"" "
" ""botulism"" ",Symptom," ""dysautonomia"" "
" ""Guillain–Barré Syndrome"" ",Symptom," ""ascending paralysis"" "
" ""chronic fatigue syndrome"" ",Symptom," ""lymph node"" "
" ""pancreatic cancer"" ",Symptom," ""Trousseau's syndrome"" "
" ""MORM syndrome"" ",Symptom," ""micropenis"" "
" ""hypochromic anemia"" ",Symptom," ""hypochromia"" "
" ""mercury poisoning"" ",Symptom," ""chronic kidney disease"" "
" ""Cushing ulcer"" ",Symptom," ""intracranial hypertension"" "
" ""NGLY1-deficiency"" ",Symptom," ""Decreased resting energy expenditure"" "
" ""Felty's syndrome"" ",Symptom," ""intermittent fever"" "
" ""sepsis"" ",Symptom," ""intermittent fever"" "
" ""malaria"" ",Symptom," ""intermittent fever"" "
" ""Brugia malayi filariasis"" ",Symptom," ""lymphangitis"" "
" ""Lyme disease"" ",Symptom," ""erythema chronicum migrans"" "
" ""Pearson syndrome"" ",Symptom," ""liver failure"" "
" ""Charcot–Marie–Tooth disease"" ",Symptom," ""hyporeflexia"" "
" ""blepharitis"" ",Symptom," ""inflammation"" "
" ""adenoma"" ",Symptom," ""inflammation"" "
" ""Still's disease"" ",Symptom," ""inflammation"" "
" ""aphantasia"" ",Symptom," ""nonexistence"" "
" ""plague"" ",Symptom," ""bubo"" "
" ""acrodermatitis enteropathica"" ",Symptom," ""cerebral cortical atrophy"" "
" ""Chagas disease"" ",Symptom," ""Romana's sign"" "
" ""sea-blue histiocyte syndrome"" ",Symptom," ""Sea-blue histiocytosis"" "
" ""mumps"" ",Symptom," ""xerostomia"" "
" ""Sjögren's syndrome"" ",Symptom," ""xerostomia"" "
" ""obsolete adenovirus infectious disease"" ",Symptom," ""xerostomia"" "
" ""botulism"" ",Symptom," ""xerostomia"" "
" ""anticholinergic toxidrome"" ",Symptom," ""xerostomia"" "
" ""tetany"" ",Symptom," ""tetanic contraction"" "
" ""mercury poisoning"" ",Symptom," ""Gastrointestinal distress"" "
" ""chronic fatigue syndrome"" ",Symptom," ""chronic widespread pain"" "
" ""Behçet's disease"" ",Symptom," ""chronic widespread pain"" "
" ""fibromyalgia"" ",Symptom," ""chronic widespread pain"" "
" ""mercury poisoning"" ",Symptom," ""pulmonary edema"" "
" ""Lassa fever"" ",Symptom," ""pulmonary edema"" "
" ""Ollier disease"" ",Symptom," ""enchondromatosis"" "
" ""primary amebic meningoencephalitis"" ",Symptom," ""ageusia"" "
" ""Alzheimer's disease"" ",Symptom," ""withdrawal from work or social activities"" "
" ""Adie syndrome"" ",Symptom," ""Pupillotonia"" "
" ""plague"" ",Symptom," ""shock"" "
" ""Evans' syndrome"" ",Symptom," ""petechia"" "
" ""Marburg virus disease"" ",Symptom," ""hematuria"" "
" ""Loin pain hematuria syndrome"" ",Symptom," ""hematuria"" "
" ""urinary tract infection"" ",Symptom," ""hematuria"" "
" ""nephritis"" ",Symptom," ""hematuria"" "
" ""anthracosis"" ",Symptom," ""black sputum"" "
" ""Alzheimer's disease"" ",Symptom," ""confusion with time and space"" "
" ""periodic limb movement disorder"" ",Symptom," ""periodic limb movement"" "
" ""plague"" ",Symptom," ""delirium"" "
" ""Excited delirium"" ",Symptom," ""delirium"" "
" ""acrodermatitis enteropathica"" ",Symptom," ""chronic diarrhea"" "
" ""Timothy syndrome"" ",Symptom," ""bradycardia"" "
" ""ornithosis"" ",Symptom," ""bradycardia"" "
" ""dengue fever"" ",Symptom," ""bradycardia"" "
" ""typhoid fever"" ",Symptom," ""bradycardia"" "
" ""yellow fever"" ",Symptom," ""bradycardia"" "
" ""Lassa fever"" ",Symptom," ""Q20076076"" "
" ""Hippocampal sclerosis"" ",Symptom," ""epileptic seizure"" "
" ""NGLY1-deficiency"" ",Symptom," ""epileptic seizure"" "
" ""amentia"" ",Symptom," ""amnesia"" "
" ""inappropriate ADH syndrome"" ",Symptom," ""hyponatremia"" "
" ""NGLY1-deficiency"" ",Symptom," ""esotropia"" "
" ""Klinefelter's syndrome"" ",Symptom," ""gynecomastia"" "
" ""Pearson syndrome"" ",Symptom," ""exocrine pancreatic insufficiency"" "
" ""Kallmann syndrome"" ",Symptom," ""anosmia"" "
" ""Parkinson's disease"" ",Symptom," ""spasticity"" "
" ""Toluene toxicity"" ",Symptom," ""euphoria"" "
" ""leprosy"" ",Symptom," ""perforation"" "
" ""vitamin B12 deficiency"" ",Symptom," ""glossitis"" "
" ""Sjögren's syndrome"" ",Symptom," ""dry eye syndrome"" "
" ""NGLY1-deficiency"" ",Symptom," ""corneal ulcer"" "
" ""Fabry disease"" ",Symptom," ""anhidrosis"" "
" ""peptic ulcer disease"" ",Symptom," ""epigastric pain"" "
" ""fatal familial insomnia"" ",Symptom," ""agrypnia excitata"" "
" ""delirium tremens"" ",Symptom," ""agrypnia excitata"" "
" ""spastic quadriplegia"" ",Symptom," ""quadrispasticity"" "
" ""nephritis"" ",Symptom," ""oliguria"" "
" ""cholera"" ",Symptom," ""oliguria"" "
" ""yellow fever"" ",Symptom," ""oliguria"" "
" ""anticholinergic toxidrome"" ",Symptom," ""oliguria"" "
" ""brain cancer"" ",Symptom," ""chronic pain"" "
" ""spinal cord injury"" ",Symptom," ""chronic pain"" "
" ""fibromyalgia"" ",Symptom," ""chronic pain"" "
" ""Postural orthostatic tachycardia syndrome"" ",Symptom," ""tunnel vision"" "
" ""O'nyong'nyong fever"" ",Symptom," ""polyarthritis"" "
" ""adult-onset Still's disease"" ",Symptom," ""polyarthritis"" "
" ""GRACILE syndrome"" ",Symptom," ""aminoaciduria"" "
" ""pneumonia"" ",Symptom," ""hemoptysis"" "
" ""plague"" ",Symptom," ""hemoptysis"" "
" ""lung cancer"" ",Symptom," ""hemoptysis"" "
" ""Behçet's disease"" ",Symptom," ""hemoptysis"" "
" ""tuberculosis"" ",Symptom," ""hemoptysis"" "
" ""NGLY1-deficiency"" ",Symptom," ""lagophthalmos"" "
" ""leprosy"" ",Symptom," ""lagophthalmos"" "
" ""Parkinson's disease"" ",Symptom," ""gait abnormality"" "
" ""male infertility"" ",Symptom," ""erectile dysfunction"" "
" ""neuroendocrine tumor"" ",Symptom," ""flushing"" "
" ""anticholinergic toxidrome"" ",Symptom," ""flushing"" "
" ""cytomegaloviral disease"" ",Symptom," ""coloboma"" "
" ""diverticulitis"" ",Symptom," ""melena"" "
" ""yellow fever"" ",Symptom," ""melena"" "
" ""peptic ulcer disease"" ",Symptom," ""melena"" "
" ""rabies"" ",Symptom," ""hypersalivation"" "
" ""catatonic schizophrenia"" ",Symptom," ""Pavlov's symptom"" "
" ""toxocariasis"" ",Symptom," ""blindness"" "
" ""facioscapulohumeral muscular dystrophy"" ",Symptom," ""blindness"" "
" ""uveal melanoma"" ",Symptom," ""blindness"" "
" ""cytomegaloviral disease"" ",Symptom," ""blindness"" "
" ""onchocerciasis"" ",Symptom," ""blindness"" "
" ""infantile parkinsonism-dystonia"" ",Symptom," ""dystonia"" "
" ""facioscapulohumeral muscular dystrophy"" ",Symptom," ""foot drop"" "
" ""Klinefelter's syndrome"" ",Symptom," ""azoospermia"" "
" ""cystic fibrosis"" ",Symptom," ""azoospermia"" "
" ""Postural orthostatic tachycardia syndrome"" ",Symptom," ""lightheadedness"" "
" ""ischaemic heart disease"" ",Symptom," ""lightheadedness"" "
" ""babesiosis"" ",Symptom," ""major depressive disorders"" "
" ""Parkinson's disease"" ",Symptom," ""hypokinesia"" "
" ""Korsakoff's syndrome"" ",Symptom," ""Cryptomnesia"" "
" ""bipolar disorder"" ",Symptom," ""aphasia"" "
" ""NGLY1-deficiency"" ",Symptom," ""Elevated transaminases"" "
" ""peroneal nerve paralysis"" ",Symptom," ""Steppage gait"" "
" ""paratyphoid fever"" ",Symptom," ""pharyngitis"" "
" ""cytomegaloviral disease"" ",Symptom," ""pharyngitis"" "
" ""adult-onset Still's disease"" ",Symptom," ""pharyngitis"" "
" ""GRACILE syndrome"" ",Symptom," ""decreased transferrin saturation"" "
" ""GRACILE syndrome"" ",Symptom," ""intrauterine growth restriction"" "
" ""GRACILE syndrome"" ",Symptom," ""cholestasis"" "
" ""cystic fibrosis"" ",Symptom," ""cholestasis"" "
" ""Bálint's syndrome"" ",Symptom," ""simultanagnosia"" "
" ""Fabry disease"" ",Symptom," ""pain"" "
" ""brain cancer"" ",Symptom," ""pain"" "
" ""rabies"" ",Symptom," ""pain"" "
" ""loiasis"" ",Symptom," ""pain"" "
" ""Loin pain hematuria syndrome"" ",Symptom," ""pain"" "
" ""spinal stenosis"" ",Symptom," ""pain"" "
" ""mallet finger"" ",Symptom," ""pain"" "
" ""hypertrophic cardiomyopathy"" ",Symptom," ""pain"" "
" ""decompression sickness"" ",Symptom," ""pain"" "
" ""Toluene toxicity"" ",Symptom," ""muscle fatigue"" "
" ""yellow fever"" ",Symptom," ""anuria"" "
" ""NGLY1-deficiency"" ",Symptom," ""refractive error"" "
" ""leprosy"" ",Symptom," ""deformation"" "
" ""mesothelioma"" ",Symptom," ""wheeze"" "
" ""lung cancer"" ",Symptom," ""wheeze"" "
" ""ornithosis"" ",Symptom," ""polyneuropathy"" "
" ""leprosy"" ",Symptom," ""polyneuropathy"" "
" ""Behçet's disease"" ",Symptom," ""hypopyon"" "
" ""Behçet's disease"" ",Symptom," ""uveitis"" "
" ""amebiasis"" ",Symptom," ""blood in stool"" "
" ""Temtamy preaxial brachydactyly syndrome"" ",Symptom," ""brachydactyly"" "
" ""rabies"" ",Symptom," ""fear"" "
" ""adult-onset Still's disease"" ",Symptom," ""hemophagocytic lymphohistiocytosis"" "
" ""leprosy"" ",Symptom," ""hypoesthesia"" "
" ""spinal cord injury"" ",Symptom," ""hypoesthesia"" "
" ""Postanesthetic shivering"" ",Symptom," ""Shivering"" "
" ""NGLY1-deficiency"" ",Symptom," ""hypocholesterolemia"" "
" ""NGLY1-deficiency"" ",Symptom," ""dysphagia"" "
" ""myotonic dystrophy"" ",Symptom," ""dysphagia"" "
" ""inclusion body myositis"" ",Symptom," ""dysphagia"" "
" ""mercury poisoning"" ",Symptom," ""dysphagia"" "
" ""oculopharyngeal muscular dystrophy"" ",Symptom," ""dysphagia"" "
" ""poikiloderma with neutropenia"" ",Symptom," ""neutropenia"" "
" ""Clostridium difficile colitis"" ",Symptom," ""indigestion"" "
" ""neuroendocrine tumor"" ",Symptom," ""indigestion"" "
" ""Hand Yangming large intestine through disease"" ",Symptom," ""toothache"" "
" ""Kallmann syndrome"" ",Symptom," ""hypogonadism"" "
" ""Klinefelter's syndrome"" ",Symptom," ""hypogonadism"" "
" ""Crohn's disease"" ",Symptom," ""fistula"" "
" ""intermittent hydrarthrosis"" ",Symptom," ""joint effusion"" "
" ""gout"" ",Symptom," ""joint effusion"" "
" ""Ascher's syndrome"" ",Symptom," ""nontoxic goiter"" "
" ""borderline personality disorder"" ",Symptom," ""rejection sensitive dysphoria"" "
" ""attention deficit hyperactivity disorder"" ",Symptom," ""rejection sensitive dysphoria"" "
" ""NGLY1-deficiency"" ",Symptom," ""Reduced brain N-acetyl aspartate level by MRS"" "
" ""peripheral artery disease"" ",Symptom," ""intermittent claudication"" "
" ""Arteriosclerosis obliterans"" ",Symptom," ""intermittent claudication"" "
" ""ablepharon macrostomia syndrome"" ",Symptom," ""macrostomia"" "
" ""congenital disorder of glycosylation type IIc"" ",Symptom," ""intellectual disability"" "
" ""MORM syndrome"" ",Symptom," ""intellectual disability"" "
" ""primary amebic meningoencephalitis"" ",Symptom," ""ulcer"" "
" ""Crohn's disease"" ",Symptom," ""ulcer"" "
" ""acrodermatitis enteropathica"" ",Symptom," ""alopecia"" "
" ""Lassa fever"" ",Symptom," ""alopecia"" "
" ""mercury poisoning"" ",Symptom," ""proteinuria"" "
